TotalTime;SegmentTime;XTran1;YTran1;ZTran1;XTran2;YTran2;ZTran2;cXTran;cYTran;cZTran
45.0638;4.451854;-0.07395153;0.9282894;0.5060546;-0.8326468;1.372897;1.445082;-0.75869527;0.4446076;0.9390274
45.08555;4.473597;-0.07395153;0.9282894;0.5060546;-0.8343022;1.374047;1.447361;-0.76035067;0.4457576;0.9413064
45.11066;4.498706;-0.07395153;0.9282894;0.5060546;-0.8359575;1.375197;1.449641;-0.76200597;0.4469076;0.9435864
45.1307;4.518753;-0.07395153;0.9282894;0.5060546;-0.8376129;1.376346;1.45192;-0.76366137;0.4480566;0.9458654
45.15329;4.541338;-0.07395153;0.9282894;0.5060546;-0.8392682;1.377496;1.4542;-0.76531667;0.4492066;0.9481454
45.17786;4.56591;0.1536413;1.044801;0.2569765;0.1395783;1.137845;0.3931406;-0.014063;0.093044;0.1361641
45.19659;4.584632;0.1405931;1.041383;0.258735;0.1127137;1.137241;0.3906587;-0.0278794;0.095858;0.1319237
45.22018;4.608221;0.1249554;1.038818;0.2639695;0.08803771;1.136192;0.392571;-0.03691769;0.097374;0.1286015
45.24533;4.633374;0.1120595;1.033574;0.2706639;0.05178748;1.135896;0.3865566;-0.06027202;0.102322;0.1158927
45.26647;4.654512;0.1020829;1.031036;0.277015;0.02736676;1.133962;0.3836896;-0.07471614;0.102926;0.1066746
45.28845;4.676495;0.08836094;1.025969;0.2815024;0.002510287;1.126989;0.3814123;-0.085850653;0.10102;0.0999099
45.31018;4.698223;0.07005599;1.022629;0.2851205;-0.03215227;1.118372;0.3749785;-0.10220826;0.095743;0.089858
45.3379;4.725943;0.05728367;1.020807;0.2880424;-0.07765299;1.089859;0.3570958;-0.13493666;0.069052;0.0690534
45.3625;4.750539;0.04835844;1.018113;0.2915644;-0.08680072;1.087789;0.3591105;-0.13515916;0.069676;0.0675461
45.3848;4.772847;0.04256791;1.015956;0.294321;-0.0965836;1.080852;0.3583629;-0.13915151;0.064896;0.0640419
45.40838;4.796427;0.03778383;1.013064;0.2972087;-0.10443;1.073271;0.3589044;-0.14221383;0.060207;0.0616957
45.43143;4.81948;0.03390783;1.012026;0.2998524;-0.1154714;1.059228;0.3561746;-0.14937923;0.047202;0.0563222
45.45444;4.842486;0.03106827;1.010323;0.304617;-0.1196393;1.054055;0.3594681;-0.15070757;0.043732;0.0548511
45.48069;4.868737;0.02895904;1.006171;0.3064254;-0.1278077;1.034015;0.3551343;-0.15676674;0.027844;0.0487089
45.50388;4.891921;0.02767333;1.002915;0.3052881;-0.1303241;1.02474;0.3522951;-0.15799743;0.021825;0.047007
45.52688;4.914928;0.02740723;1.002841;0.3025013;-0.1304548;1.024032;0.3493137;-0.15786203;0.021191;0.0468124
